UAL_promoter,Plate,Well,Strand,Type,Distance,Group,Name,Genes
mdtN,AZ03,B8,-1,gene,-97,1,mdtN,mdtN
mdtN,AZ03,B8,-1,Operon,-96,1,mdtNOP,"mdtN,mdtO,mdtP"
phnQ,AZ03,B9,-1,gene,1154,1,alsR,alsR
phnQ,AZ03,B9,-1,Operon,1155,1,rpiR-alsBACE,"rpiR,alsB,alsA,alsC,alsE"
yjcO,AZ03,B6,-1,gene,-68,1,yjcO,yjcO
yjcO,AZ03,B6,-1,Operon,-67,1,yjcO,yjcO
mdtO,AZ03,B7,-1,gene,-231,3,mdtO,mdtO
galS,AZ03,B4,-1,gene,-69,1,galS,galS
galS,AZ03,B4,-1,Operon,-68,1,galS,galS
pepQ,AZ10,G12,1,gene,-64,1,pepQ,pepQ
pepQ,AZ10,G12,1,Operon,-64,1,pepQ-yigZ-trkH-hemG,"pepQ,yigZ,trkH,hemG"
uidA,AZ03,B2,-1,gene,-85,1,uidA,uidA
uidA,AZ03,B2,-1,Operon,-84,1,uidABC,"uidA,uidB,uidC"
gatY,AZ03,B3,-1,gene,-66,1,gatY,gatY
gatY,AZ03,B3,-1,Operon,-65,1,gatYZABCD,"gatY,gatZ,gatA,gatB,gatC,gatD"
poxB,AZ03,B1,-1,gene,-73,1,poxB,poxB
poxB,AZ03,B1,-1,Operon,-72,1,poxB-ltaE-ybjT,"poxB,ltaE,ybjT"
fabF,AZ05,G8,1,gene,-55,2,fabF,fabF
ycaC,AZ16,B12,-1,gene,-99,1,ycaC,ycaC
ycaC,AZ16,B12,-1,Operon,-98,1,ycaC,ycaC
arpA,AZ05,G2,-1,gene,-69,1,arpA,arpA
arpA,AZ05,G2,-1,Operon,-68,1,arpA,arpA
sspA,AZ05,G1,-1,gene,-79,1,sspA,sspA
sspA,AZ05,G1,-1,Operon,-78,1,sspAB,"sspA,sspB"
cspD,AZ16,B11,-1,gene,-83,1,cspD,cspD
cspD,AZ16,B11,-1,Operon,-82,1,cspD,cspD
flgH,AZ05,G7,1,gene,-67,2,flgH,flgH
adk,AZ05,G6,1,gene,-24,1,adk,adk
adk,AZ05,G6,1,Operon,-24,1,adk,adk
yjhS,AZ05,G5,-1,gene,-90,2,nanS,nanS
sgcC,AZ05,G4,-1,gene,-368,2,sgcB,sgcB
sgcC,AZ05,G4,-1,gene,-78,3,sgcC,sgcC
ycbZ,AZ02,G6,-1,gene,-81,1,ycbZ,ycbZ
ycbZ,AZ02,G6,-1,Operon,-80,1,ycbZ,ycbZ
eutB,AZ02,G7,-1,gene,-30,1,eutB,eutB
eutB,AZ02,G7,-1,Operon,-29,1,eutBCLKR,"eutB,eutC,eutL,eutK,eutR"
idnK,AZ02,G4,1,gene,-44,1,idnK,idnK
idnK,AZ02,G4,1,Operon,-44,1,idnK,idnK
somA,AZ02,G5,-1,gene,-74,1,ybjX,ybjX
somA,AZ02,G5,-1,Operon,-73,1,ybjX,ybjX
intZ,AZ02,G2,1,gene,57,1,intZ,intZ
intZ,AZ02,G2,1,Operon,57,1,intZ,intZ
sscR,AZ02,G3,1,gene,-87,1,queD,queD
sscR,AZ02,G3,1,Operon,-87,1,queD,queD
cspG,AZ02,G1,1,gene,-83,1,cspG,cspG
cspG,AZ02,G1,1,Operon,-83,1,cspG,cspG
cysJ,AZ02,G8,-1,gene,-102,1,cysJ,cysJ
cysJ,AZ02,G8,-1,Operon,-101,1,cysJIH,"cysJ,cysI,cysH"
ygjH,AZ02,G9,-1,gene,-90,1,ygjH,ygjH
ygjH,AZ02,G9,-1,Operon,-89,1,ygjH,ygjH
yqgA,AZ06,G10,1,gene,-19,1,yqgA,yqgA
yqgA,AZ06,G10,1,Operon,-19,1,yqgA,yqgA
pldA,AZ06,G12,1,gene,-44,1,pldA,pldA
pldA,AZ06,G12,1,Operon,-44,1,pldA,pldA
accB,AZ18,B8,1,gene,-864,3,yrdE,yrdE
accB,AZ18,B8,1,gene,-66,1,accB,accB
accB,AZ18,B8,1,Operon,-66,1,accBC,"accB,accC"
trxA,AZ18,B9,1,gene,17,1,trxA,trxA
trxA,AZ18,B9,1,Operon,17,1,trxA,trxA
ampD,AZ18,B2,1,gene,-90,1,ampD,ampD
ampD,AZ18,B2,1,Operon,-90,1,ampDE,"ampD,ampE"
dgt,AZ18,B3,1,gene,-58,1,dgt,dgt
dgt,AZ18,B3,1,Operon,-58,1,dgt,dgt
yibF,AZ18,B1,-1,gene,-291,1,yibF,yibF
yibF,AZ18,B1,-1,Operon,-290,1,yibF,yibF
yfeK,AZ18,B6,1,gene,-88,1,yfeK,yfeK
yfeK,AZ18,B6,1,Operon,-88,1,yfeKS,"yfeK,yfeS"
yqiC,AZ18,B7,1,gene,-36,1,yqiC,yqiC
yqiC,AZ18,B7,1,Operon,-36,1,yqiC,yqiC
ybjC,AZ18,B4,1,gene,-95,1,ybjC,ybjC
ybjC,AZ18,B4,1,Operon,-95,1,ybjC-nfsA-rimK-ybjN,"ybjC,nfsA,rimK,ybjN"
fecI,AZ18,B5,-1,gene,-72,1,fecI,fecI
fecI,AZ18,B5,-1,Operon,-71,1,fecIR,"fecI,fecR"
yfiC,AZ08,F12,-1,gene,32,1,trmN,trmN
yfiC,AZ08,F12,-1,Operon,33,1,yfiC,yfiC
rsuA,AZ08,F11,-1,gene,-88,1,rsuA,rsuA
rsuA,AZ08,F11,-1,Operon,-87,1,rsuA,rsuA
wrbA,AZ08,F10,-1,gene,-99,1,wrbA,wrbA
wrbA,AZ08,F10,-1,Operon,-98,1,wrbA-yccJ,"wrbA,yccJ"
serA,AZ01,F4,-1,gene,-86,1,serA,serA
serA,AZ01,F4,-1,Operon,-85,1,serA,serA
argD,AZ01,F5,-1,gene,-68,1,argD,argD
argD,AZ01,F5,-1,Operon,-67,1,argD,argD
aroK,AZ01,F6,-1,gene,126,1,aroK,aroK
aroK,AZ01,F6,-1,Operon,127,1,aroKB-damX-dam-rpe-gph-trpS,"aroK,aroB,damX,dam,rpe,gph,trpS"
glnL,AZ01,F7,-1,gene,-99,2,glnL,glnL
glnB,AZ01,F1,-1,gene,-99,2,glnB,glnB
aroF,AZ01,F2,-1,gene,-85,1,aroF,aroF
aroF,AZ01,F2,-1,Operon,-84,1,aroF-tyrA,"aroF,tyrA"
fruL,AZ01,F8,1,gene,83,1,cra,cra
fruL,AZ01,F8,1,Operon,83,1,cra,cra
lpd,AZ01,F9,1,gene,-83,3,lpd,lpd
dksA,AZ10,B4,-1,gene,-92,3,dksA,dksA
proS,AZ10,B5,-1,gene,-69,1,proS,proS
proS,AZ10,B5,-1,Operon,-68,1,proS,proS
feaR,AZ03,D12,-1,gene,-93,1,feaR,feaR
feaR,AZ03,D12,-1,Operon,-92,1,feaR,feaR
glcC,AZ03,D10,1,gene,-42,1,glcC,glcC
glcC,AZ03,D10,1,Operon,-42,1,glcC,glcC
mhpR,AZ03,D11,-1,gene,45,1,mhpR,mhpR
mhpR,AZ03,D11,-1,Operon,46,1,mhpR-lacI,"mhpR,lacI"
tatE,AZ13,F9,1,gene,-64,1,tatE,tatE
tatE,AZ13,F9,1,Operon,-64,1,tatE,tatE
ahpF,AZ13,F8,1,gene,-4,2,ahpF,ahpF
emrE,AZ13,F7,1,gene,-40,3,emrE,emrE
secA,AZ13,F6,1,gene,-77,2,secA,secA
secB,AZ13,F5,-1,gene,-77,2,secB,secB
yhjX,AZ13,F4,-1,gene,-85,1,yhjX,yhjX
yhjX,AZ13,F4,-1,Operon,-84,1,yhjX,yhjX
sppA,AZ12,D10,1,gene,-64,1,sppA,sppA
sppA,AZ12,D10,1,Operon,-64,1,sppA,sppA
purT,AZ12,D11,1,gene,-71,1,purT,purT
purT,AZ12,D11,1,Operon,-71,1,purT,purT
ung,AZ12,D12,1,gene,-83,1,ung,ung
ung,AZ12,D12,1,Operon,-83,1,ung,ung
bacA,AZ13,F2,-1,gene,-80,1,bacA,bacA
bacA,AZ13,F2,-1,Operon,-79,1,bacA,bacA
ygeA,AZ13,F1,-1,gene,-94,4,ygeA,ygeA
abrB,AZ07,B10,-1,gene,-25,1,abrB,abrB
abrB,AZ07,B10,-1,Operon,-24,1,abrB,abrB
ybgQ,AZ07,B11,-1,gene,-73,1,ybgQ,ybgQ
ybgQ,AZ07,B11,-1,Operon,-72,1,ybgQPO,"ybgQ,ybgP,ybgO"
mazE,AZ07,B12,-1,gene,-79,2,mazE,mazE
mqo,AZ01,G12,-1,gene,-96,1,mqo,mqo
mqo,AZ01,G12,-1,Operon,-95,1,mqo,mqo
gnd,AZ01,G11,-1,Operon,-486,4,wbbL_2,wbbL_2
gnd,AZ01,G11,-1,gene,-78,1,gnd,gnd
gnd,AZ01,G11,-1,Operon,-77,1,gnd,gnd
flgA,AZ01,G10,-1,gene,-87,1,flgA,flgA
flgA,AZ01,G10,-1,Operon,-86,1,flgAMN,"flgA,flgM,flgN"
ygcB,AZ10,A11,-1,gene,-298,1,ygcB,ygcB
ygcB,AZ10,A11,-1,Operon,-297,1,cas3,cas3
ygaD,AZ10,A10,1,gene,1293,1,srlA,srlA
ygaD,AZ10,A10,1,Operon,1293,1,srlAEBD-gutM-srlR-gutQ,"srlA,srlE,srlB,srlD,gutM,srlR,gutQ"
ypfH,AZ10,D4,-1,gene,-48,1,ypfH,ypfH
ypfH,AZ10,D4,-1,Operon,-47,1,ypfH,ypfH
ypfJ,AZ10,D5,-1,gene,-75,1,ypfJ,ypfJ
ypfJ,AZ10,D5,-1,Operon,-74,1,ypfJ-tmcA,"ypfJ,tmcA"
hda,AZ10,D6,-1,gene,-24,1,hda,hda
hda,AZ10,D6,-1,Operon,-23,1,hda,hda
yfgB,AZ10,D7,-1,gene,-90,1,rlmN,rlmN
yfgB,AZ10,D7,-1,Operon,-89,1,rlmN,rlmN
eutS,AZ10,D1,-1,gene,-7,1,eutS,eutS
eutS,AZ10,D1,-1,Operon,-6,1,eutSPQTDM,"eutS,eutP,eutQ,eutT,eutD,eutM"
ypfG,AZ10,D2,-1,gene,-98,1,ypfG,ypfG
ypfG,AZ10,D2,-1,Operon,-97,1,ypfG,ypfG
yffH,AZ10,D3,-1,gene,-88,1,nudK,nudK
yffH,AZ10,D3,-1,Operon,-87,1,nudK,nudK
iscS,AZ10,D8,-1,gene,-73,2,iscS,iscS
iscR,AZ10,D9,-1,gene,-72,1,iscR,iscR
iscR,AZ10,D9,-1,Operon,-71,1,iscRSUA,"iscR,iscS,iscU,iscA"
yrbF,AZ14,G12,-1,gene,-73,1,mlaF,mlaF
yrbF,AZ14,G12,-1,Operon,-72,1,mlaFEDCB,"mlaF,mlaE,mlaD,mlaC,mlaB"
yciC,AZ16,F12,-1,gene,-92,1,yciC,yciC
yciC,AZ16,F12,-1,Operon,-91,1,yciCB,"yciC,yciB"
yhiI,AZ05,A1,-1,gene,-73,1,yhiI,yhiI
yhiI,AZ05,A1,-1,Operon,-72,1,yhiI-rbbA-yhhJ,"yhiI,rbbA,yhhJ"
wrbA,AZ16,F10,-1,gene,-99,1,wrbA,wrbA
wrbA,AZ16,F10,-1,Operon,-98,1,wrbA-yccJ,"wrbA,yccJ"
ada,AZ12,F1,-1,gene,-93,1,ada,ada
ada,AZ12,F1,-1,Operon,-92,1,ada-alkB,"ada,alkB"
ygiS,AZ12,F2,-1,gene,-71,1,ygiS,ygiS
ygiS,AZ12,F2,-1,Operon,-70,1,ygiS,ygiS
panB,AZ17,E1,-1,gene,-74,1,panB,panB
panB,AZ17,E1,-1,Operon,-73,1,panBC,"panB,panC"
dam,AZ12,F4,-1,gene,-94,2,dam,dam
yjgJ,AZ18,G10,1,gene,314,1,tabA,tabA
yjgJ,AZ18,G10,1,Operon,314,1,tabA,tabA
mutM,AZ12,F6,-1,gene,-69,2,mutM,mutM
xylE,AZ12,F7,-1,gene,-95,1,xylE,xylE
xylE,AZ12,F7,-1,Operon,-94,1,xylE,xylE
yjiW,AZ12,F8,-1,gene,-39,1,symE,symE
yjiW,AZ12,F8,-1,Operon,-38,1,symE,symE
ykgH,AZ12,F9,-1,gene,-285,1,ykgH,ykgH
ykgH,AZ12,F9,-1,Operon,-284,1,ykgH,ykgH
yebU,AZ05,A4,1,gene,-33,1,rsmF,rsmF
yebU,AZ05,A4,1,Operon,-33,1,rsmF,rsmF
cynR,AZ20,B11,-1,gene,-88,1,cynR,cynR
cynR,AZ20,B11,-1,Operon,-87,1,cynR,cynR
yjjY,AZ20,B10,1,gene,-93,1,yjjY,yjjY
yjjY,AZ20,B10,1,Operon,-93,1,yjjY,yjjY
ydfV,AZ20,B12,1,gene,-53,1,ydfV,ydfV
ydfV,AZ20,B12,1,Operon,-53,1,ydfV,ydfV
apt,AZ05,A7,1,gene,-86,1,apt,apt
apt,AZ05,A7,1,Operon,-86,1,apt,apt
yacH,AZ02,B11,-1,gene,-74,1,yacH,yacH
yacH,AZ02,B11,-1,Operon,-73,1,yacH,yacH
dps,AZ02,B12,-1,gene,-69,1,dps,dps
dps,AZ02,B12,-1,Operon,-68,1,dps,dps
cutA,AZ11,C9,-1,gene,-89,1,cutA,cutA
cutA,AZ11,C9,-1,Operon,-88,1,cutA,cutA
ybgH,AZ13,A4,-1,gene,-85,1,dtpD,dtpD
ybgH,AZ13,A4,-1,Operon,-84,1,dtpD,dtpD
yddH,AZ13,A10,-1,gene,-40,1,yddH,yddH
yddH,AZ13,A10,-1,Operon,-39,1,yddH,yddH
ydeI,AZ13,A11,-1,gene,-76,1,ydeI,ydeI
ydeI,AZ13,A11,-1,Operon,-75,1,ydeI,ydeI
yqjH,AZ09,E1,-1,gene,-80,1,yqjH,yqjH
yqjH,AZ09,E1,-1,Operon,-79,1,yqjH,yqjH
yohD,AZ09,H10,1,gene,11,1,yohD,yohD
yohD,AZ09,H10,1,Operon,11,1,yohD,yohD
osmB,AZ11,C1,-1,gene,-98,1,osmB,osmB
osmB,AZ11,C1,-1,Operon,-97,1,osmB,osmB
map,AZ09,E2,-1,gene,-79,1,map,map
map,AZ09,E2,-1,Operon,-78,1,map-glnD-dapD,"map,glnD,dapD"
yabI,AZ01,A3,1,gene,-67,1,yabI,yabI
yabI,AZ01,A3,1,Operon,-67,1,yabI,yabI
ymfE,AZ13,A6,-1,gene,-296,1,ymfE,ymfE
ymfE,AZ13,A6,-1,Operon,-295,1,ymfED,"ymfE,ymfD"
ribA,AZ09,E4,-1,gene,-89,1,ribA,ribA
ribA,AZ09,E4,-1,Operon,-88,1,ribA,ribA
tolC,AZ04,H9,1,gene,-44,1,tolC,tolC
tolC,AZ04,H9,1,Operon,-44,1,tolC-ygiABC,"tolC,ygiA,ygiB,ygiC"
flk,AZ04,H8,1,gene,-52,1,flk,flk
flk,AZ04,H8,1,Operon,-52,1,flk,flk
treF,AZ11,H9,1,gene,155,1,treF,treF
treF,AZ11,H9,1,Operon,155,1,treF,treF
yajG,AZ19,A11,-1,gene,32,1,yajG,yajG
yajG,AZ19,A11,-1,Operon,33,1,yajG-ampG,"yajG,ampG"
slyB,AZ04,H5,1,gene,-92,1,slyB,slyB
slyB,AZ04,H5,1,Operon,-92,1,slyB,slyB
rstA,AZ04,H4,1,gene,-59,1,rstA,rstA
rstA,AZ04,H4,1,Operon,-59,1,rstAB,"rstA,rstB"
osmC,AZ04,H7,1,gene,-91,1,osmC,osmC
osmC,AZ04,H7,1,Operon,-91,1,osmC,osmC
ydhO,AZ04,H6,1,gene,-77,1,mepH,mepH
ydhO,AZ04,H6,1,Operon,-77,1,mepH,mepH
ybaN,AZ11,H3,1,gene,-73,1,ybaN,ybaN
ybaN,AZ11,H3,1,Operon,-73,1,ybaN,ybaN
mraZ,AZ11,H2,1,gene,-82,1,mraZ,mraZ
mraZ,AZ11,H2,1,Operon,-82,1,mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,"mraZ,rsmH,ftsL,ftsI,murE,murF,mraY,murD,ftsW,murG,murC,ddlB,ftsQ,ftsA,ftsZ,lpxC"
lacZ,AZ11,H1,-1,gene,-91,1,lacZ,lacZ
lacZ,AZ11,H1,-1,Operon,-90,1,lacZYA,"lacZ,lacY,lacA"
ygeG,AZ11,A11,1,gene,-90,1,ygeG,ygeG
ygeG,AZ11,A11,1,Operon,-90,1,ygeG,ygeG
b1403,AZ16,A11,-1,Operon,-90,1,insCD-2C-2D-2,"insC-2,insCD-2,insD-2"
b1403,AZ16,A11,-1,gene,-46,2,insC1,insC1
ygbN,AZ16,A10,1,gene,-71,1,ygbN,ygbN
ygbN,AZ16,A10,1,Operon,-71,1,ygbN,ygbN
b1788,AZ04,F7,-1,gene,7462,1,mipA,mipA
b1788,AZ04,F7,-1,Operon,7463,1,mipA,mipA
ynjF,AZ04,F6,-1,gene,-66,1,ynjF,ynjF
ynjF,AZ04,F6,-1,Operon,-65,1,ynjF,ynjF
ygiR,AZ04,F5,-1,gene,-99,1,ygiQ,ygiQ
ygiR,AZ04,F5,-1,Operon,-98,1,ygiQ,ygiQ
apbE,AZ04,F4,-1,gene,-80,1,apbE,apbE
apbE,AZ04,F4,-1,Operon,-79,1,ftp,ftp
yejG,AZ04,F2,-1,gene,-73,1,yejG,yejG
yejG,AZ04,F2,-1,Operon,-72,1,yejG,yejG
yeeA,AZ04,F1,-1,gene,-73,1,yeeA,yeeA
yeeA,AZ04,F1,-1,Operon,-72,1,yeeA,yeeA
yoaA,AZ04,F9,-1,gene,-82,1,yoaA,yoaA
yoaA,AZ04,F9,-1,Operon,-81,1,yoaA,yoaA
yoaF,AZ04,F8,-1,gene,-68,1,yoaF,yoaF
yoaF,AZ04,F8,-1,Operon,-67,1,yoaF,yoaF
yhhQ,AZ03,E9,1,gene,-28,1,yhhQ,yhhQ
yhhQ,AZ03,E9,1,Operon,-28,1,yhhQ,yhhQ
yhhN,AZ03,E8,1,gene,-41,1,yhhN,yhhN
yhhN,AZ03,E8,1,Operon,-41,1,yhhN,yhhN
yciK,AZ03,E3,-1,gene,-95,1,yciK,yciK
yciK,AZ03,E3,-1,Operon,-94,1,yciK-btuR,"yciK,btuR"
hcaR,AZ03,E2,-1,gene,-79,1,hcaR,hcaR
hcaR,AZ03,E2,-1,Operon,-78,1,hcaR,hcaR
gatR_1,AZ03,E1,-1,Operon,-66,3,gatR_1,gatR_1
yhhY,AZ03,E7,1,gene,-85,1,yhhY,yhhY
yhhY,AZ03,E7,1,Operon,-85,1,yhhY,yhhY
yrfF,AZ03,E6,1,gene,-41,1,yrfF,yrfF
yrfF,AZ03,E6,1,Operon,-41,1,yrfF,yrfF
sohB,AZ03,E5,1,gene,-88,1,sohB,sohB
sohB,AZ03,E5,1,Operon,-88,1,sohB,sohB
yfdZ,AZ03,E4,-1,gene,-93,1,alaC,alaC
yfdZ,AZ03,E4,-1,Operon,-92,1,alaC,alaC
yidH,AZ19,A10,-1,gene,-83,1,yidH,yidH
yidH,AZ19,A10,-1,Operon,-82,1,yidHGF,"yidH,yidG,yidF"
ynbA,AZ17,H9,1,gene,-63,1,ynbA,ynbA
ynbA,AZ17,H9,1,Operon,-63,1,ynbABCD,"ynbA,ynbB,ynbC,ynbD"
stfR,AZ17,H8,1,gene,-51,2,stfR,stfR
lacZ,AZ17,H1,-1,gene,-91,1,lacZ,lacZ
lacZ,AZ17,H1,-1,Operon,-90,1,lacZYA,"lacZ,lacY,lacA"
folB,AZ05,F1,-1,gene,-75,1,folB,folB
folB,AZ05,F1,-1,Operon,-74,1,folB,folB
yehD,AZ17,H3,-1,gene,-85,1,yehD,yehD
yehD,AZ17,H3,-1,Operon,-84,1,yehDCBA,"yehD,yehC,yehB,yehA"
yegW,AZ17,H2,-1,gene,-71,1,yegW,yegW
yegW,AZ17,H2,-1,Operon,-70,1,yegW,yegW
aspA,AZ05,F4,-1,gene,-48,1,aspA,aspA
aspA,AZ05,F4,-1,Operon,-47,1,aspA-dcuA,"aspA,dcuA"
yehZ,AZ17,H4,-1,gene,-89,1,osmF,osmF
yehZ,AZ17,H4,-1,Operon,-88,1,osmF-yehYXW,"osmF,yehY,yehX,yehW"
yjiH,AZ05,F6,-1,gene,-72,1,yjiH,yjiH
yjiH,AZ05,F6,-1,Operon,-71,1,yjiHG-iadA,"yjiH,yjiG,iadA"
yjjI,AZ05,F7,-1,gene,-99,1,yjjI,yjjI
yjjI,AZ05,F7,-1,Operon,-98,1,yjjI,yjjI
mgsA,AZ06,A8,-1,gene,-62,1,mgsA,mgsA
mgsA,AZ06,A8,-1,Operon,-61,1,mgsA,mgsA
gadB,AZ06,A9,-1,gene,-94,1,gadB,gadB
gadB,AZ06,A9,-1,Operon,-93,1,gadBC,"gadB,gadC"
yhcF,AZ06,A4,1,Operon,-280,2,ychE_2-yhcF,"ychE_2,yhcF"
yhcF,AZ06,A4,1,gene,-35,3,yhcF,yhcF
speE,AZ06,A5,-1,gene,-100,2,speE,speE
ykgJ,AZ06,A6,-1,gene,-95,1,ykgJ,ykgJ
ykgJ,AZ06,A6,-1,Operon,-94,1,ykgJ,ykgJ
rnk,AZ06,A7,-1,gene,-91,1,rnk,rnk
rnk,AZ06,A7,-1,Operon,-90,1,rnk,rnk
coaE,AZ06,A1,-1,gene,-68,1,coaE,coaE
coaE,AZ06,A1,-1,Operon,-67,1,coaE-zapD-yacG,"coaE,zapD,yacG"
rumA,AZ06,A2,-1,gene,-92,1,rlmD,rlmD
rumA,AZ06,A2,-1,Operon,-91,1,rlmD,rlmD
soxS,AZ06,A3,-1,gene,-73,1,soxS,soxS
soxS,AZ06,A3,-1,Operon,-72,1,soxS,soxS
dnaX,AZ10,C6,1,gene,-49,1,dnaX,dnaX
dnaX,AZ10,C6,1,Operon,-49,1,dnaX,dnaX
argI,AZ01,E1,-1,gene,-91,1,argI,argI
argI,AZ01,E1,-1,Operon,-90,1,argI,argI
yaaH,AZ01,E3,-1,gene,-89,1,satP,satP
yaaH,AZ01,E3,-1,Operon,-88,1,satP,satP
yacH,AZ01,E5,-1,gene,-74,1,yacH,yacH
yacH,AZ01,E5,-1,Operon,-73,1,yacH,yacH
yaaI,AZ01,E4,-1,gene,-83,1,yaaI,yaaI
yaaI,AZ01,E4,-1,Operon,-82,1,yaaI,yaaI
aspC,AZ01,E7,-1,gene,-70,1,aspC,aspC
aspC,AZ01,E7,-1,Operon,-69,1,aspC,aspC
argF,AZ01,E6,-1,gene,-80,1,argF,argF
argF,AZ01,E6,-1,Operon,-79,1,argF,argF
wrbA,AZ01,E8,-1,gene,-99,1,wrbA,wrbA
wrbA,AZ01,E8,-1,Operon,-98,1,wrbA-yccJ,"wrbA,yccJ"
lysU,AZ10,C1,-1,gene,-88,1,lysU,lysU
lysU,AZ10,C1,-1,Operon,-87,1,lysU,lysU
speB,AZ06,B6,-1,gene,-84,2,speB,speB
serA,AZ10,C3,-1,gene,-86,1,serA,serA
serA,AZ10,C3,-1,Operon,-85,1,serA,serA
ynfM,AZ15,H3,1,gene,-51,1,ynfM,ynfM
ynfM,AZ15,H3,1,Operon,-51,1,ynfM,ynfM
ylbG,AZ13,G8,-1,gene,-45,1,ylbG,ylbG
ylbG,AZ13,G8,-1,Operon,-44,1,ylbG,ylbG
yagT,AZ13,G9,-1,gene,-100,1,paoA,paoA
yagT,AZ13,G9,-1,Operon,-99,1,paoABCD,"paoA,paoB,paoC,paoD"
yajO,AZ13,G4,-1,gene,-6,2,yajO,yajO
ylaB,AZ13,G5,-1,gene,-81,1,ylaB,ylaB
ylaB,AZ13,G5,-1,Operon,-80,1,pdeB,pdeB
ylaC,AZ13,G6,-1,gene,-34,1,ylaC,ylaC
ylaC,AZ13,G6,-1,Operon,-33,1,ylaC,ylaC
ybaK,AZ13,G7,-1,gene,-71,1,ybaK,ybaK
ybaK,AZ13,G7,-1,Operon,-70,1,ybaK,ybaK
yadN,AZ08,C12,-1,gene,-86,1,yadN,yadN
yadN,AZ08,C12,-1,Operon,-85,1,yadN,yadN
trmE,AZ13,G1,1,gene,-87,1,mnmE,mnmE
trmE,AZ13,G1,1,Operon,-87,1,mnmE,mnmE
emrA,AZ13,G2,1,gene,-68,2,emrA,emrA
ppdD,AZ08,C11,-1,gene,-73,1,ppdD,ppdD
ppdD,AZ08,C11,-1,Operon,-72,1,ppdD-hofBC,"ppdD,hofB,hofC"
ushA,AZ15,H2,1,gene,-40,1,ushA,ushA
ushA,AZ15,H2,1,Operon,-40,1,ushA,ushA
ybfD,AZ12,H7,1,gene,-57,1,ybfD,ybfD
ybfD,AZ12,H7,1,Operon,-57,1,ybfD,ybfD
csiE,AZ05,C12,1,gene,-20,1,csiE,csiE
csiE,AZ05,C12,1,Operon,-20,1,csiE,csiE
yiiF,AZ05,C11,1,gene,-75,1,yiiF,yiiF
yiiF,AZ05,C11,1,Operon,-75,1,yiiF,yiiF
yebS,AZ10,G1,1,gene,-96,1,yebS,yebS
yebS,AZ10,G1,1,Operon,-96,1,yebST,"yebS,yebT"
yohM,AZ10,G3,1,gene,-42,1,rcnA,rcnA
yohM,AZ10,G3,1,Operon,-42,1,rcnAB,"rcnA,rcnB"
tolB,AZ10,G2,1,gene,-89,1,tolB,tolB
tolB,AZ10,G2,1,Operon,-89,1,tolB-pal-cpoB,"tolB,pal,cpoB"
gpt,AZ10,G5,1,gene,-76,1,gpt,gpt
gpt,AZ10,G5,1,Operon,-76,1,gpt,gpt
pepN,AZ10,G4,1,gene,-23,1,pepN,pepN
pepN,AZ10,G4,1,Operon,-23,1,pepN,pepN
sbcB,AZ10,G7,1,gene,-66,1,sbcB,sbcB
sbcB,AZ10,G7,1,Operon,-66,1,sbcB,sbcB
thiI,AZ10,G6,1,gene,-57,1,thiI,thiI
thiI,AZ10,G6,1,Operon,-57,1,thiI,thiI
yhiR,AZ10,G9,1,gene,-28,1,rlmJ,rlmJ
yhiR,AZ10,G9,1,Operon,-28,1,rlmJ,rlmJ
xseA,AZ10,G8,1,gene,-55,1,xseA,xseA
xseA,AZ10,G8,1,Operon,-55,1,xseA,xseA
ybiJ,AZ15,A8,-1,gene,-98,1,ybiJ,ybiJ
ybiJ,AZ15,A8,-1,Operon,-97,1,ybiJ,ybiJ
nmpC,AZ15,A9,-1,gene,-30,1,nmpC,nmpC
nmpC,AZ15,A9,-1,Operon,-29,1,nmpC,nmpC
ugpB,AZ15,A1,-1,gene,-76,1,ugpB,ugpB
ugpB,AZ15,A1,-1,Operon,-75,1,ugpBAECQ,"ugpB,ugpA,ugpE,ugpC,ugpQ"
dctA,AZ15,A2,-1,gene,-98,1,dctA,dctA
dctA,AZ15,A2,-1,Operon,-97,1,dctA,dctA
dppA,AZ15,A3,-1,gene,-83,1,dppA,dppA
dppA,AZ15,A3,-1,Operon,-82,1,dppABCDF,"dppA,dppB,dppC,dppD,dppF"
alsB,AZ15,A4,-1,gene,-86,2,alsB,alsB
dcuA,AZ15,A5,-1,gene,-85,4,dcuA,dcuA
ybfG,AZ15,A6,-1,gene,3433,1,ybfF,ybfF
ybfG,AZ15,A6,-1,Operon,3434,1,ybfF,ybfF
cvpA,AZ15,A7,-1,gene,-81,1,cvpA,cvpA
cvpA,AZ15,A7,-1,Operon,-80,1,cvpA-purF-ubiX,"cvpA,purF,ubiX"
yfcG,AZ09,F12,1,gene,-40,1,yfcG,yfcG
yfcG,AZ09,F12,1,Operon,-40,1,yfcG,yfcG
yhhW,AZ04,D7,-1,gene,-96,1,yhhW,yhhW
yhhW,AZ04,D7,-1,Operon,-95,1,yhhW,yhhW
yzgL,AZ04,D6,-1,gene,-61,1,yzgL,yzgL
yzgL,AZ04,D6,-1,Operon,-60,1,yzgL,yzgL
yohC,AZ10,D12,-1,gene,-71,1,yohC,yohC
yohC,AZ10,D12,-1,Operon,-70,1,yohC,yohC
yfjL,AZ10,D10,-1,gene,-81,1,yfjL,yfjL
