UAL_promoter,Plate,Well,Strand,Type,Distance,Name,Genes,FeatureNo,Remove
yhjK,AZ02,E2,-1,Operon,-111,pdeK,pdeK,1,
eno,AZ01,H2,-1,gene,-98,eno,eno,1,
rpiA,AZ01,H3,-1,gene,-95,rpiA,rpiA,1,
rpiA,AZ01,H3,-1,Operon,-95,rpiA,rpiA,1,
lacZ,AZ01,H1,-1,gene,-91,lacZ,lacZ,1,
lacZ,AZ01,H1,-1,Operon,-91,lacZYA,"lacZ,lacY,lacA",1,
gntR,AZ01,H6,-1,gene,-69,gntR,gntR,1,
gntR,AZ01,H6,-1,Operon,-69,gntRKU,"gntR,gntK,gntU",1,
tpiA,AZ01,H7,-1,gene,-91,tpiA,tpiA,1,
tpiA,AZ01,H7,-1,Operon,-91,tpiA,tpiA,1,
glcB,AZ01,H4,-1,gene,-95,glcB,glcB,1,
rpe,AZ01,H5,-1,gene,-77,rpe,rpe,1,
yicC,AZ10,G11,1,gene,-46,yicC,yicC,1,
yicC,AZ10,G11,1,Operon,-45,yicC,yicC,1,
malS,AZ10,G10,1,gene,-74,malS,malS,1,
malS,AZ10,G10,1,Operon,-73,malS,malS,1,
mdtN,AZ03,B8,-1,gene,-391,ytcA,ytcA,1,
mdtN,AZ03,B8,-1,gene,-97,mdtN,mdtN,2,
mdtN,AZ03,B8,-1,Operon,-97,mdtNOP,"mdtN,mdtO,mdtP",1,
yjcO,AZ03,B6,-1,gene,-68,yjcO,yjcO,1,
yjcO,AZ03,B6,-1,Operon,-68,yjcO,yjcO,1,
mdtO,AZ03,B7,-1,gene,-231,mdtO,mdtO,1,
galS,AZ03,B4,-1,gene,-69,galS,galS,1,
galS,AZ03,B4,-1,Operon,-69,galS,galS,1,
pepQ,AZ10,G12,1,gene,-64,pepQ,pepQ,1,
pepQ,AZ10,G12,1,Operon,-63,pepQ-yigZ-trkH-hemG,"pepQ,yigZ,trkH,hemG",1,
uidA,AZ03,B2,-1,gene,-85,uidA,uidA,1,
uidA,AZ03,B2,-1,Operon,-85,uidABC,"uidA,uidB,uidC",1,
gatY,AZ03,B3,-1,gene,-66,gatY,gatY,1,
gatY,AZ03,B3,-1,Operon,-66,gatYZABCD,"gatY,gatZ,gatA,gatB,gatC,gatD",1,
poxB,AZ03,B1,-1,gene,-73,poxB,poxB,1,
poxB,AZ03,B1,-1,Operon,-73,poxB-ltaE-ybjT,"poxB,ltaE,ybjT",1,
fabF,AZ05,G8,1,gene,-55,fabF,fabF,1,
ycaC,AZ16,B12,-1,gene,-99,ycaC,ycaC,1,
ycaC,AZ16,B12,-1,Operon,-99,ycaC,ycaC,1,
arpA,AZ05,G2,-1,gene,-69,arpA,arpA,1,
arpA,AZ05,G2,-1,Operon,-69,arpA,arpA,1,
sspA,AZ05,G1,-1,gene,-79,sspA,sspA,1,
sspA,AZ05,G1,-1,Operon,-79,sspAB,"sspA,sspB",1,
cspD,AZ16,B11,-1,gene,-83,cspD,cspD,1,
cspD,AZ16,B11,-1,Operon,-83,cspD,cspD,1,
flgH,AZ05,G7,1,gene,-67,flgH,flgH,1,
adk,AZ05,G6,1,gene,-24,adk,adk,1,
adk,AZ05,G6,1,Operon,-23,adk,adk,1,
yjhS,AZ05,G5,-1,gene,-90,nanS,nanS,1,
sgcC,AZ05,G4,-1,gene,-368,sgcB,sgcB,1,TRUE
sgcC,AZ05,G4,-1,gene,-78,sgcC,sgcC,2,TRUE
ycbZ,AZ02,G6,-1,gene,-81,ycbZ,ycbZ,1,
ycbZ,AZ02,G6,-1,Operon,-81,ycbZ,ycbZ,1,
eutB,AZ02,G7,-1,gene,-30,eutB,eutB,1,
eutB,AZ02,G7,-1,Operon,-30,eutBCLKR,"eutB,eutC,eutL,eutK,eutR",1,
idnK,AZ02,G4,1,gene,-44,idnK,idnK,1,
idnK,AZ02,G4,1,Operon,-43,idnK,idnK,1,
somA,AZ02,G5,-1,gene,-74,ybjX,ybjX,1,
somA,AZ02,G5,-1,Operon,-74,ybjX,ybjX,1,
intZ,AZ02,G2,1,gene,57,intZ,intZ,1,
intZ,AZ02,G2,1,Operon,58,intZ,intZ,1,
sscR,AZ02,G3,1,gene,-87,queD,queD,1,
sscR,AZ02,G3,1,Operon,-86,queD,queD,1,
cspG,AZ02,G1,1,gene,-83,cspG,cspG,1,
cspG,AZ02,G1,1,Operon,-82,cspG,cspG,1,
cysJ,AZ02,G8,-1,gene,-102,cysJ,cysJ,1,
cysJ,AZ02,G8,-1,Operon,-102,cysJIH,"cysJ,cysI,cysH",1,
ygjH,AZ02,G9,-1,gene,-90,ygjH,ygjH,1,
ygjH,AZ02,G9,-1,Operon,-90,ygjH,ygjH,1,
yqgA,AZ06,G10,1,gene,-19,yqgA,yqgA,1,
yqgA,AZ06,G10,1,Operon,-18,yqgA,yqgA,1,
pldA,AZ06,G12,1,gene,-44,pldA,pldA,1,
pldA,AZ06,G12,1,Operon,-43,pldA,pldA,1,
accB,AZ18,B8,1,gene,-864,yrdE,yrdE,1,TRUE
accB,AZ18,B8,1,gene,-66,accB,accB,2,
accB,AZ18,B8,1,Operon,-65,accBC,"accB,accC",1,
trxA,AZ18,B9,1,gene,17,trxA,trxA,1,
trxA,AZ18,B9,1,Operon,18,trxA,trxA,1,
ampD,AZ18,B2,1,gene,-90,ampD,ampD,1,
ampD,AZ18,B2,1,Operon,-89,ampDE,"ampD,ampE",1,
dgt,AZ18,B3,1,gene,-58,dgt,dgt,1,
dgt,AZ18,B3,1,Operon,-57,dgt,dgt,1,
yibF,AZ18,B1,-1,gene,-291,yibF,yibF,1,
yibF,AZ18,B1,-1,Operon,-291,yibF,yibF,1,
yfeK,AZ18,B6,1,gene,-88,yfeK,yfeK,1,
yfeK,AZ18,B6,1,Operon,-87,yfeKS,"yfeK,yfeS",1,
yqiC,AZ18,B7,1,gene,-36,yqiC,yqiC,1,
yqiC,AZ18,B7,1,Operon,-35,yqiC,yqiC,1,
ybjC,AZ18,B4,1,gene,-95,ybjC,ybjC,1,
ybjC,AZ18,B4,1,Operon,-94,ybjC-nfsA-rimK-ybjN,"ybjC,nfsA,rimK,ybjN",1,
fecI,AZ18,B5,-1,gene,-72,fecI,fecI,1,
fecI,AZ18,B5,-1,Operon,-72,fecIR,"fecI,fecR",1,
yfiC,AZ08,F12,-1,gene,32,trmN,trmN,1,
yfiC,AZ08,F12,-1,Operon,32,yfiC,yfiC,1,
rsuA,AZ08,F11,-1,gene,-88,rsuA,rsuA,1,
rsuA,AZ08,F11,-1,Operon,-88,rsuA,rsuA,1,
wrbA,AZ08,F10,-1,gene,-99,wrbA,wrbA,1,
wrbA,AZ08,F10,-1,Operon,-99,wrbA-yccJ,"wrbA,yccJ",1,
serA,AZ01,F4,-1,gene,-86,serA,serA,1,
serA,AZ01,F4,-1,Operon,-86,serA,serA,1,
argD,AZ01,F5,-1,gene,-68,argD,argD,1,
argD,AZ01,F5,-1,Operon,-68,argD,argD,1,
aroK,AZ01,F6,-1,gene,126,aroK,aroK,1,
aroK,AZ01,F6,-1,Operon,126,aroKB-damX-dam-rpe-gph-trpS,"aroK,aroB,damX,dam,rpe,gph,trpS",1,
glnL,AZ01,F7,-1,gene,-99,glnL,glnL,1,
glnB,AZ01,F1,-1,gene,-99,glnB,glnB,1,
aroF,AZ01,F2,-1,gene,-85,aroF,aroF,1,
aroF,AZ01,F2,-1,Operon,-85,aroF-tyrA,"aroF,tyrA",1,
fruL,AZ01,F8,1,gene,83,cra,cra,1,
fruL,AZ01,F8,1,Operon,84,cra,cra,1,
lpd,AZ01,F9,1,gene,-83,lpd,lpd,1,
dksA,AZ10,B4,-1,gene,-92,dksA,dksA,1,
proS,AZ10,B5,-1,gene,-69,proS,proS,1,
proS,AZ10,B5,-1,Operon,-69,proS,proS,1,
feaR,AZ03,D12,-1,gene,-93,feaR,feaR,1,
feaR,AZ03,D12,-1,Operon,-93,feaR,feaR,1,
glcC,AZ03,D10,1,gene,-42,glcC,glcC,1,
glcC,AZ03,D10,1,Operon,-41,glcC,glcC,1,
mhpR,AZ03,D11,-1,gene,45,mhpR,mhpR,1,
mhpR,AZ03,D11,-1,Operon,45,mhpR-lacI,"mhpR,lacI",1,
tatE,AZ13,F9,1,gene,-64,tatE,tatE,1,
tatE,AZ13,F9,1,Operon,-63,tatE,tatE,1,
ahpF,AZ13,F8,1,gene,-4,ahpF,ahpF,1,
emrE,AZ13,F7,1,gene,-40,emrE,emrE,1,
secA,AZ13,F6,1,gene,-77,secA,secA,1,
secB,AZ13,F5,-1,gene,-77,secB,secB,1,
yhjX,AZ13,F4,-1,gene,-85,yhjX,yhjX,1,
yhjX,AZ13,F4,-1,Operon,-85,yhjX,yhjX,1,
sppA,AZ12,D10,1,gene,-64,sppA,sppA,1,
sppA,AZ12,D10,1,Operon,-63,sppA,sppA,1,
purT,AZ12,D11,1,gene,-71,purT,purT,1,
purT,AZ12,D11,1,Operon,-70,purT,purT,1,
ung,AZ12,D12,1,gene,-83,ung,ung,1,
ung,AZ12,D12,1,Operon,-82,ung,ung,1,
bacA,AZ13,F2,-1,gene,-80,bacA,bacA,1,
bacA,AZ13,F2,-1,Operon,-80,bacA,bacA,1,
ygeA,AZ13,F1,-1,gene,-94,ygeA,ygeA,1,
abrB,AZ07,B10,-1,gene,-25,abrB,abrB,1,
abrB,AZ07,B10,-1,Operon,-25,abrB,abrB,1,
ybgQ,AZ07,B11,-1,gene,-73,ybgQ,ybgQ,1,
ybgQ,AZ07,B11,-1,Operon,-73,ybgQPO,"ybgQ,ybgP,ybgO",1,
mazE,AZ07,B12,-1,gene,-79,mazE,mazE,1,
mqo,AZ01,G12,-1,gene,-96,mqo,mqo,1,
mqo,AZ01,G12,-1,Operon,-96,mqo,mqo,1,
gnd,AZ01,G11,-1,Operon,-487,wbbL_2,wbbL_2,1,TRUE
gnd,AZ01,G11,-1,gene,-78,gnd,gnd,1,
gnd,AZ01,G11,-1,Operon,-78,gnd,gnd,2,
flgA,AZ01,G10,-1,gene,-87,flgA,flgA,1,
flgA,AZ01,G10,-1,Operon,-87,flgAMN,"flgA,flgM,flgN",1,
ygcB,AZ10,A11,-1,gene,-298,ygcB,ygcB,1,
ygcB,AZ10,A11,-1,Operon,-298,cas3,cas3,1,
ypfH,AZ10,D4,-1,gene,-48,ypfH,ypfH,1,
ypfH,AZ10,D4,-1,Operon,-48,ypfH,ypfH,1,
ypfJ,AZ10,D5,-1,gene,-75,ypfJ,ypfJ,1,
ypfJ,AZ10,D5,-1,Operon,-75,ypfJ-tmcA,"ypfJ,tmcA",1,
hda,AZ10,D6,-1,gene,-24,hda,hda,1,
hda,AZ10,D6,-1,Operon,-24,hda,hda,1,
yfgB,AZ10,D7,-1,gene,-90,rlmN,rlmN,1,
yfgB,AZ10,D7,-1,Operon,-90,rlmN,rlmN,1,
eutS,AZ10,D1,-1,gene,-7,eutS,eutS,1,
eutS,AZ10,D1,-1,Operon,-7,eutSPQTDM,"eutS,eutP,eutQ,eutT,eutD,eutM",1,
ypfG,AZ10,D2,-1,gene,-98,ypfG,ypfG,1,
ypfG,AZ10,D2,-1,Operon,-98,ypfG,ypfG,1,
yffH,AZ10,D3,-1,gene,-88,nudK,nudK,1,
yffH,AZ10,D3,-1,Operon,-88,nudK,nudK,1,
iscS,AZ10,D8,-1,gene,-73,iscS,iscS,1,
iscR,AZ10,D9,-1,gene,-72,iscR,iscR,1,
iscR,AZ10,D9,-1,Operon,-72,iscRSUA,"iscR,iscS,iscU,iscA",1,
yrbF,AZ14,G12,-1,gene,-73,mlaF,mlaF,1,
yrbF,AZ14,G12,-1,Operon,-73,mlaFEDCB,"mlaF,mlaE,mlaD,mlaC,mlaB",1,
yciC,AZ16,F12,-1,gene,-92,yciC,yciC,1,
yciC,AZ16,F12,-1,Operon,-92,yciCB,"yciC,yciB",1,
yhiI,AZ05,A1,-1,gene,-73,yhiI,yhiI,1,
yhiI,AZ05,A1,-1,Operon,-73,yhiI-rbbA-yhhJ,"yhiI,rbbA,yhhJ",1,
wrbA,AZ16,F10,-1,gene,-99,wrbA,wrbA,1,
wrbA,AZ16,F10,-1,Operon,-99,wrbA-yccJ,"wrbA,yccJ",1,
ada,AZ12,F1,-1,gene,-93,ada,ada,1,
ada,AZ12,F1,-1,Operon,-93,ada-alkB,"ada,alkB",1,
ygiS,AZ12,F2,-1,gene,-71,ygiS,ygiS,1,
ygiS,AZ12,F2,-1,Operon,-71,ygiS,ygiS,1,
panB,AZ17,E1,-1,gene,-74,panB,panB,1,
panB,AZ17,E1,-1,Operon,-74,panBC,"panB,panC",1,
dam,AZ12,F4,-1,gene,-94,dam,dam,1,
yjgJ,AZ18,G10,1,gene,314,tabA,tabA,1,TRUE
yjgJ,AZ18,G10,1,Operon,315,tabA,tabA,1,TRUE
mutM,AZ12,F6,-1,gene,-69,mutM,mutM,1,
xylE,AZ12,F7,-1,gene,-95,xylE,xylE,1,
xylE,AZ12,F7,-1,Operon,-95,xylE,xylE,1,
yjiW,AZ12,F8,-1,gene,-39,symE,symE,1,
yjiW,AZ12,F8,-1,Operon,-39,symE,symE,1,
ykgH,AZ12,F9,-1,gene,-285,ykgH,ykgH,1,
ykgH,AZ12,F9,-1,Operon,-285,ykgH,ykgH,1,
yebU,AZ05,A4,1,gene,-33,rsmF,rsmF,1,
yebU,AZ05,A4,1,Operon,-32,rsmF,rsmF,1,
cynR,AZ20,B11,-1,gene,-88,cynR,cynR,1,
cynR,AZ20,B11,-1,Operon,-88,cynR,cynR,1,
yjjY,AZ20,B10,1,gene,-93,yjjY,yjjY,1,
yjjY,AZ20,B10,1,Operon,-92,yjjY,yjjY,1,
ydfV,AZ20,B12,1,gene,-53,ydfV,ydfV,1,
ydfV,AZ20,B12,1,Operon,-52,ydfV,ydfV,1,
apt,AZ05,A7,1,gene,-86,apt,apt,1,
apt,AZ05,A7,1,Operon,-85,apt,apt,1,
yacH,AZ02,B11,-1,gene,-74,yacH,yacH,1,
yacH,AZ02,B11,-1,Operon,-74,yacH,yacH,1,
dps,AZ02,B12,-1,gene,-69,dps,dps,1,
dps,AZ02,B12,-1,Operon,-69,dps,dps,1,
cutA,AZ11,C9,-1,gene,-89,cutA,cutA,1,
cutA,AZ11,C9,-1,Operon,-89,cutA,cutA,1,
ybgH,AZ13,A4,-1,gene,-85,dtpD,dtpD,1,
ybgH,AZ13,A4,-1,Operon,-85,dtpD,dtpD,1,
yddH,AZ13,A10,-1,gene,-40,yddH,yddH,1,
yddH,AZ13,A10,-1,Operon,-40,yddH,yddH,1,
ydeI,AZ13,A11,-1,gene,-76,ydeI,ydeI,1,
ydeI,AZ13,A11,-1,Operon,-76,ydeI,ydeI,1,
yqjH,AZ09,E1,-1,gene,-80,yqjH,yqjH,1,
yqjH,AZ09,E1,-1,Operon,-80,yqjH,yqjH,1,
yohD,AZ09,H10,1,gene,11,yohD,yohD,1,
yohD,AZ09,H10,1,Operon,12,yohD,yohD,1,
osmB,AZ11,C1,-1,gene,-98,osmB,osmB,1,
osmB,AZ11,C1,-1,Operon,-98,osmB,osmB,1,
map,AZ09,E2,-1,gene,-79,map,map,1,
map,AZ09,E2,-1,Operon,-79,map-glnD-dapD,"map,glnD,dapD",1,
yabI,AZ01,A3,1,gene,-67,yabI,yabI,1,
yabI,AZ01,A3,1,Operon,-66,yabI,yabI,1,
ymfE,AZ13,A6,-1,gene,-296,ymfE,ymfE,1,
ymfE,AZ13,A6,-1,Operon,-296,ymfED,"ymfE,ymfD",1,
ribA,AZ09,E4,-1,gene,-89,ribA,ribA,1,
ribA,AZ09,E4,-1,Operon,-89,ribA,ribA,1,
tolC,AZ04,H9,1,gene,-44,tolC,tolC,1,
tolC,AZ04,H9,1,Operon,-43,tolC-ygiABC,"tolC,ygiA,ygiB,ygiC",1,
flk,AZ04,H8,1,gene,-52,flk,flk,1,
flk,AZ04,H8,1,Operon,-51,flk,flk,1,
treF,AZ11,H9,1,gene,155,treF,treF,1,
treF,AZ11,H9,1,Operon,156,treF,treF,1,
yajG,AZ19,A11,-1,gene,32,yajG,yajG,1,
yajG,AZ19,A11,-1,Operon,32,yajG-ampG,"yajG,ampG",1,
slyB,AZ04,H5,1,gene,-92,slyB,slyB,1,
slyB,AZ04,H5,1,Operon,-91,slyB,slyB,1,
rstA,AZ04,H4,1,gene,-59,rstA,rstA,1,
rstA,AZ04,H4,1,Operon,-58,rstAB,"rstA,rstB",1,
osmC,AZ04,H7,1,gene,-91,osmC,osmC,1,
osmC,AZ04,H7,1,Operon,-90,osmC,osmC,1,
ydhO,AZ04,H6,1,gene,-77,mepH,mepH,1,
ydhO,AZ04,H6,1,Operon,-76,mepH,mepH,1,
ybaN,AZ11,H3,1,gene,-73,ybaN,ybaN,1,
ybaN,AZ11,H3,1,Operon,-72,ybaN,ybaN,1,
mraZ,AZ11,H2,1,gene,-82,mraZ,mraZ,1,
mraZ,AZ11,H2,1,Operon,-81,mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,"mraZ,rsmH,ftsL,ftsI,murE,murF,mraY,murD,ftsW,murG,murC,ddlB,ftsQ,ftsA,ftsZ,lpxC",1,
lacZ,AZ11,H1,-1,gene,-91,lacZ,lacZ,1,
lacZ,AZ11,H1,-1,Operon,-91,lacZYA,"lacZ,lacY,lacA",1,
ygeG,AZ11,A11,1,gene,-90,ygeG,ygeG,1,
ygeG,AZ11,A11,1,Operon,-89,ygeG,ygeG,1,
b1403,AZ16,A11,-1,Operon,-91,insCD-2C-2D-2,"insC-2,insCD-2,insD-2",1,
b1403,AZ16,A11,-1,gene,-46,insC1,insC1,1,
ygbN,AZ16,A10,1,gene,-71,ygbN,ygbN,1,
ygbN,AZ16,A10,1,Operon,-70,ygbN,ygbN,1,
ynjF,AZ04,F6,-1,gene,-66,ynjF,ynjF,1,
ynjF,AZ04,F6,-1,Operon,-66,ynjF,ynjF,1,
ygiR,AZ04,F5,-1,gene,-99,ygiQ,ygiQ,1,
ygiR,AZ04,F5,-1,Operon,-99,ygiQ,ygiQ,1,
apbE,AZ04,F4,-1,gene,-80,apbE,apbE,1,
apbE,AZ04,F4,-1,Operon,-80,ftp,ftp,1,
yejG,AZ04,F2,-1,gene,-73,yejG,yejG,1,
yejG,AZ04,F2,-1,Operon,-73,yejG,yejG,1,
yeeA,AZ04,F1,-1,gene,-73,yeeA,yeeA,1,
yeeA,AZ04,F1,-1,Operon,-73,yeeA,yeeA,1,
yoaA,AZ04,F9,-1,gene,-82,yoaA,yoaA,1,
yoaA,AZ04,F9,-1,Operon,-82,yoaA,yoaA,1,
yoaF,AZ04,F8,-1,gene,-68,yoaF,yoaF,1,
yoaF,AZ04,F8,-1,Operon,-68,yoaF,yoaF,1,
yhhQ,AZ03,E9,1,gene,-28,yhhQ,yhhQ,1,
yhhQ,AZ03,E9,1,Operon,-27,yhhQ,yhhQ,1,
yhhN,AZ03,E8,1,gene,-41,yhhN,yhhN,1,
yhhN,AZ03,E8,1,Operon,-40,yhhN,yhhN,1,
yciK,AZ03,E3,-1,gene,-95,yciK,yciK,1,
yciK,AZ03,E3,-1,Operon,-95,yciK-btuR,"yciK,btuR",1,
hcaR,AZ03,E2,-1,gene,-79,hcaR,hcaR,1,
hcaR,AZ03,E2,-1,Operon,-79,hcaR,hcaR,1,
gatR_1,AZ03,E1,-1,Operon,-67,gatR_1,gatR_1,1,TRUE
yhhY,AZ03,E7,1,gene,-85,yhhY,yhhY,1,
yhhY,AZ03,E7,1,Operon,-84,yhhY,yhhY,1,
yrfF,AZ03,E6,1,gene,-41,yrfF,yrfF,1,
yrfF,AZ03,E6,1,Operon,-40,yrfF,yrfF,1,
sohB,AZ03,E5,1,gene,-88,sohB,sohB,1,
sohB,AZ03,E5,1,Operon,-87,sohB,sohB,1,
yfdZ,AZ03,E4,-1,gene,-93,alaC,alaC,1,
yfdZ,AZ03,E4,-1,Operon,-93,alaC,alaC,1,
yidH,AZ19,A10,-1,gene,-83,yidH,yidH,1,
yidH,AZ19,A10,-1,Operon,-83,yidHGF,"yidH,yidG,yidF",1,
ynbA,AZ17,H9,1,gene,-63,ynbA,ynbA,1,
ynbA,AZ17,H9,1,Operon,-62,ynbABCD,"ynbA,ynbB,ynbC,ynbD",1,
stfR,AZ17,H8,1,gene,-51,stfR,stfR,1,
lacZ,AZ17,H1,-1,gene,-91,lacZ,lacZ,1,
lacZ,AZ17,H1,-1,Operon,-91,lacZYA,"lacZ,lacY,lacA",1,
folB,AZ05,F1,-1,gene,-75,folB,folB,1,
folB,AZ05,F1,-1,Operon,-75,folB,folB,1,
yehD,AZ17,H3,-1,gene,-85,yehD,yehD,1,
yehD,AZ17,H3,-1,Operon,-85,yehDCBA,"yehD,yehC,yehB,yehA",1,
yegW,AZ17,H2,-1,gene,-71,yegW,yegW,1,
yegW,AZ17,H2,-1,Operon,-71,yegW,yegW,1,
aspA,AZ05,F4,-1,gene,-48,aspA,aspA,1,
aspA,AZ05,F4,-1,Operon,-48,aspA-dcuA,"aspA,dcuA",1,
yehZ,AZ17,H4,-1,gene,-89,osmF,osmF,1,
yehZ,AZ17,H4,-1,Operon,-89,osmF-yehYXW,"osmF,yehY,yehX,yehW",1,
yjiH,AZ05,F6,-1,gene,-72,yjiH,yjiH,1,
yjiH,AZ05,F6,-1,Operon,-72,yjiHG-iadA,"yjiH,yjiG,iadA",1,
yjjI,AZ05,F7,-1,gene,-99,yjjI,yjjI,1,
yjjI,AZ05,F7,-1,Operon,-99,yjjI,yjjI,1,
mgsA,AZ06,A8,-1,gene,-62,mgsA,mgsA,1,
mgsA,AZ06,A8,-1,Operon,-62,mgsA,mgsA,1,
gadB,AZ06,A9,-1,gene,-94,gadB,gadB,1,
gadB,AZ06,A9,-1,Operon,-94,gadBC,"gadB,gadC",1,
yhcF,AZ06,A4,1,Operon,-279,ychE_2-yhcF,"ychE_2,yhcF",1,
yhcF,AZ06,A4,1,gene,-35,yhcF,yhcF,1,
speE,AZ06,A5,-1,gene,-100,speE,speE,1,
ykgJ,AZ06,A6,-1,gene,-95,ykgJ,ykgJ,1,
ykgJ,AZ06,A6,-1,Operon,-95,ykgJ,ykgJ,1,
rnk,AZ06,A7,-1,gene,-91,rnk,rnk,1,
rnk,AZ06,A7,-1,Operon,-91,rnk,rnk,1,
coaE,AZ06,A1,-1,gene,-68,coaE,coaE,1,
coaE,AZ06,A1,-1,Operon,-68,coaE-zapD-yacG,"coaE,zapD,yacG",1,
rumA,AZ06,A2,-1,gene,-92,rlmD,rlmD,1,
rumA,AZ06,A2,-1,Operon,-92,rlmD,rlmD,1,
soxS,AZ06,A3,-1,gene,-73,soxS,soxS,1,
soxS,AZ06,A3,-1,Operon,-73,soxS,soxS,1,
dnaX,AZ10,C6,1,gene,-49,dnaX,dnaX,1,
dnaX,AZ10,C6,1,Operon,-48,dnaX,dnaX,1,
argI,AZ01,E1,-1,gene,-91,argI,argI,1,
argI,AZ01,E1,-1,Operon,-91,argI,argI,1,
yaaH,AZ01,E3,-1,gene,-89,satP,satP,1,
yaaH,AZ01,E3,-1,Operon,-89,satP,satP,1,
yacH,AZ01,E5,-1,gene,-74,yacH,yacH,1,
yacH,AZ01,E5,-1,Operon,-74,yacH,yacH,1,
yaaI,AZ01,E4,-1,gene,-83,yaaI,yaaI,1,
yaaI,AZ01,E4,-1,Operon,-83,yaaI,yaaI,1,
aspC,AZ01,E7,-1,gene,-70,aspC,aspC,1,
aspC,AZ01,E7,-1,Operon,-70,aspC,aspC,1,
argF,AZ01,E6,-1,gene,-80,argF,argF,1,
argF,AZ01,E6,-1,Operon,-80,argF,argF,1,
wrbA,AZ01,E8,-1,gene,-99,wrbA,wrbA,1,
wrbA,AZ01,E8,-1,Operon,-99,wrbA-yccJ,"wrbA,yccJ",1,
lysU,AZ10,C1,-1,gene,-88,lysU,lysU,1,
lysU,AZ10,C1,-1,Operon,-88,lysU,lysU,1,
speB,AZ06,B6,-1,gene,-84,speB,speB,1,
serA,AZ10,C3,-1,gene,-86,serA,serA,1,
serA,AZ10,C3,-1,Operon,-86,serA,serA,1,
ynfM,AZ15,H3,1,gene,-51,ynfM,ynfM,1,
ynfM,AZ15,H3,1,Operon,-50,ynfM,ynfM,1,
ylbG,AZ13,G8,-1,gene,-45,ylbG,ylbG,1,
ylbG,AZ13,G8,-1,Operon,-45,ylbG,ylbG,1,
yagT,AZ13,G9,-1,gene,-100,paoA,paoA,1,
yagT,AZ13,G9,-1,Operon,-100,paoABCD,"paoA,paoB,paoC,paoD",1,
yajO,AZ13,G4,-1,gene,-6,yajO,yajO,1,
ylaB,AZ13,G5,-1,gene,-81,ylaB,ylaB,1,
ylaB,AZ13,G5,-1,Operon,-81,pdeB,pdeB,1,
ylaC,AZ13,G6,-1,gene,-34,ylaC,ylaC,1,
ylaC,AZ13,G6,-1,Operon,-34,ylaC,ylaC,1,
ybaK,AZ13,G7,-1,gene,-71,ybaK,ybaK,1,
ybaK,AZ13,G7,-1,Operon,-71,ybaK,ybaK,1,
yadN,AZ08,C12,-1,gene,-86,yadN,yadN,1,
yadN,AZ08,C12,-1,Operon,-86,yadN,yadN,1,
trmE,AZ13,G1,1,gene,-87,mnmE,mnmE,1,
trmE,AZ13,G1,1,Operon,-86,mnmE,mnmE,1,
emrA,AZ13,G2,1,gene,-68,emrA,emrA,1,
ppdD,AZ08,C11,-1,gene,-73,ppdD,ppdD,1,
ppdD,AZ08,C11,-1,Operon,-73,ppdD-hofBC,"ppdD,hofB,hofC",1,
ushA,AZ15,H2,1,gene,-40,ushA,ushA,1,
ushA,AZ15,H2,1,Operon,-39,ushA,ushA,1,
ybfD,AZ12,H7,1,gene,-57,ybfD,ybfD,1,
ybfD,AZ12,H7,1,Operon,-56,ybfD,ybfD,1,
csiE,AZ05,C12,1,gene,-20,csiE,csiE,1,
csiE,AZ05,C12,1,Operon,-19,csiE,csiE,1,
yiiF,AZ05,C11,1,gene,-75,yiiF,yiiF,1,
yiiF,AZ05,C11,1,Operon,-74,yiiF,yiiF,1,
yebS,AZ10,G1,1,gene,-96,yebS,yebS,1,
yebS,AZ10,G1,1,Operon,-95,yebST,"yebS,yebT",1,
yohM,AZ10,G3,1,gene,-42,rcnA,rcnA,1,
yohM,AZ10,G3,1,Operon,-41,rcnAB,"rcnA,rcnB",1,
tolB,AZ10,G2,1,gene,-89,tolB,tolB,1,
tolB,AZ10,G2,1,Operon,-88,tolB-pal-cpoB,"tolB,pal,cpoB",1,
gpt,AZ10,G5,1,gene,-76,gpt,gpt,1,
gpt,AZ10,G5,1,Operon,-75,gpt,gpt,1,
pepN,AZ10,G4,1,gene,-23,pepN,pepN,1,
pepN,AZ10,G4,1,Operon,-22,pepN,pepN,1,
sbcB,AZ10,G7,1,gene,-66,sbcB,sbcB,1,
sbcB,AZ10,G7,1,Operon,-65,sbcB,sbcB,1,
thiI,AZ10,G6,1,gene,-57,thiI,thiI,1,
thiI,AZ10,G6,1,Operon,-56,thiI,thiI,1,
yhiR,AZ10,G9,1,gene,-28,rlmJ,rlmJ,1,
yhiR,AZ10,G9,1,Operon,-27,rlmJ,rlmJ,1,
xseA,AZ10,G8,1,gene,-55,xseA,xseA,1,
xseA,AZ10,G8,1,Operon,-54,xseA,xseA,1,
ybiJ,AZ15,A8,-1,gene,-98,ybiJ,ybiJ,1,
ybiJ,AZ15,A8,-1,Operon,-98,ybiJ,ybiJ,1,
nmpC,AZ15,A9,-1,gene,-30,nmpC,nmpC,1,
nmpC,AZ15,A9,-1,Operon,-30,nmpC,nmpC,1,
ugpB,AZ15,A1,-1,gene,-76,ugpB,ugpB,1,
ugpB,AZ15,A1,-1,Operon,-76,ugpBAECQ,"ugpB,ugpA,ugpE,ugpC,ugpQ",1,
