Plate,Well,Gene_Name,Strand,Amplicons,Amplicon_length,Mapping,Primer1_e,Primer1_query_start,Primer1_query_end,Primer1_target_start,Primer1_target_end,Primer2_e,Primer2_query_start,Primer2_query_end,Primer2_target_start,Primer2_target_end
AZ08,E11,yhbP,-1,1,186,3300032..3299846,0.00352928,1,18,3300032,3300049,0.00352928,47,64,3299863,3299846
AZ08,E12,yhbT,-1,1,319,3301508..3301189,0.000226042,1,20,3301508,3301527,0.000893177,47,65,3301207,3301189
AZ04,H3,ynfB,1,1,255,1655598..1655853,0.00352928,10,27,1655598,1655615,0.00352928,48,65,1655836,1655853
AZ17,F12,cspI,-1,1,491,1639087..1638596,0.00352928,1,18,1639087,1639104,0.00352928,47,64,1638613,1638596
AZ17,F11,ydfI,-1,1,230,1631043..1630813,0.00352928,1,18,1631043,1631060,0.00352928,47,64,1630830,1630813
AZ17,F10,wrbA,-1,1,346,1067955..1067609,0.00352928,1,18,1067955,1067972,0.00352928,47,64,1067626,1067609
AZ16,H2,ygfU,1,1,539,3030847..3031386,0.00352928,10,27,3030847,3030864,0.00352928,48,65,3031369,3031386
AZ16,H3,pitA,1,1,368,3637312..3637680,0.00352928,10,27,3637312,3637329,0.000226042,48,67,3637661,3637680
AZ10,C7,rluC,1,1,287,1144722..1145009,0.000908316,10,28,1144722,1144740,0.00358909,49,66,1144992,1145009
AZ16,H1,lacZ,-1,1,231,366445..366214,0.00352928,1,18,366445,366462,0.00352928,47,64,366231,366214
AZ10,F9,yeaL,1,1,258,1873934..1874192,0.00352928,10,27,1873934,1873951,0.00352928,48,65,1874175,1874192
AZ16,H7,codB,1,1,441,354514..354955,0.0137091,10,26,354514,354530,0.00346946,47,64,354938,354955
AZ16,H4,xylF,1,1,508,3730665..3731173,0.00352928,10,27,3730665,3730682,0.00352928,48,65,3731156,3731173
AZ16,H5,corA,1,1,483,4000961..4001444,0.00352928,10,27,4000961,4000978,0.00352928,48,65,4001427,4001444
AZ16,H8,mscL,1,1,287,3437797..3438084,0.000893177,9,27,3437797,3437815,0.000226042,48,67,3438065,3438084
AZ16,H9,gntT,1,1,532,3546120..3546652,0.000226042,8,27,3546120,3546139,0.000226042,48,67,3546633,3546652
AZ10,C9,hupA,1,1,346,4199996..4200342,0.00358909,10,27,4199996,4200013,0.000908316,48,66,4200324,4200342
AZ10,C8,cca,1,1,216,3201757..3201973,0.000893177,9,27,3201757,3201775,0.000893177,48,66,3201955,3201973
AZ06,D12,ygfF,-1,1,356,3046184..3045828,0.00352928,1,18,3046184,3046201,0.00352928,47,64,3045845,3045828
AZ06,D11,yqfA,-1,1,272,3043351..3043079,0.000908316,1,19,3043351,3043369,0.00358909,48,65,3043096,3043079
AZ06,D10,ygdL,-1,1,356,2946122..2945766,0.00352928,1,18,2946122,2946139,0.00352928,47,64,2945783,2945766
AZ05,E11,ycbC,-1,1,304,973604..973300,0.00358909,1,18,973604,973621,0.000229873,47,66,973319,973300
AZ05,E10,aes,-1,1,321,500207..499886,0.00352928,1,18,500207,500224,0.000893177,47,65,499904,499886
AZ13,C2,soxR,1,1,249,4277310..4277559,0.00352928,10,27,4277310,4277327,0.000893177,48,66,4277541,4277559
AZ13,C3,serA,-1,1,363,3058687..3058324,0.00346946,1,18,3058687,3058704,0.0137091,47,63,3058340,3058324
AZ13,C4,secE,1,1,395,4177057..4177452,0.000893177,9,27,4177057,4177075,0.000226042,48,67,4177433,4177452
AZ13,C5,ybhM,1,1,336,820512..820848,0.00352928,10,27,820512,820529,1.44775e-05,48,69,820827,820848
AZ13,C6,ybjO,1,1,192,897860..898052,0.00352928,10,27,897860,897877,0.00352928,48,65,898035,898052
AZ13,C7,ycaL,1,1,284,960023..960307,0.0137091,10,26,960023,960039,0.00346946,47,64,960290,960307
AZ13,C8,ycaI,1,1,255,964016..964271,0.000908316,10,28,964016,964034,0.000908316,49,67,964253,964271
AZ09,G6,nohB,1,1,870,580005..580875,0.00352928,10,27,580005,580022,0.000893177,48,66,580857,580875
AZ09,G5,dfp,1,1,234,3812477..3812711,0.00352928,10,27,3812477,3812494,0.00352928,48,65,3812694,3812711
AZ09,G4,argP,1,1,290,3059514..3059804,0.00352928,10,27,3059514,3059531,0.00352928,48,65,3059787,3059804
AZ09,G3,fldB,1,1,261,3039645..3039906,0.00352928,10,27,3039645,3039662,0.00352928,48,65,3039889,3039906
AZ09,G2,hrpA,1,1,455,1482764..1483219,0.000893177,9,27,1482764,1482782,0.000893177,48,66,1483201,1483219
AZ09,G1,lpxP,1,1,472,2495200..2495672,0.000226042,8,27,2495200,2495219,0.000893177,48,66,2495654,2495672
AZ09,G9,ygiU,-1,1,309,3168778..3168469,0.00358909,1,18,3168778,3168795,0.000229873,47,66,3168488,3168469
AZ10,B10,hisS,-1,1,230,2640719..2640489,0.000226042,1,20,2640719,2640738,0.00352928,47,64,2640506,2640489
AZ10,B11,alaS,-1,1,227,2822140..2821913,0.00358909,1,18,2822140,2822157,0.000229873,47,66,2821932,2821913
AZ10,B12,selA,-1,1,197,3761364..3761167,0.00358909,1,18,3761364,3761381,0.000908316,47,65,3761185,3761167
AZ09,G8,thrU,1,1,197,4175276..4175473,0.00352928,10,27,4175276,4175293,0.000226042,48,67,4175454,4175473
AZ20,G10,yecF,1,1,636,1995259..1995895,0.00352928,10,27,1995259,1995276,0.000893177,48,66,1995877,1995895
AZ20,G11,umuD,1,1,534,1230329..1230863,0.00352928,10,27,1230329,1230346,0.00352928,48,65,1230846,1230863
AZ20,G12,trpL,-1,1,260,1323246..1322986,0.00352928,1,18,1323246,1323263,0.00352928,47,64,1323003,1322986
AZ20,A9,yebB,1,1,299,1945895..1946194,0.00352928,10,27,1945895,1945912,0.00352928,48,65,1946177,1946194
AZ08,A7,ghrA,1,1,366,1097578..1097944,0.000893177,9,27,1097578,1097596,0.000893177,48,66,1097926,1097944
AZ03,C11,yhcG,1,1,357,3367569..3367926,0.00352928,10,27,3367569,3367586,0.00352928,48,65,3367909,3367926
AZ03,C12,sohA,1,1,312,3276770..3277082,0.0137091,10,26,3276770,3276786,0.00346946,47,64,3277065,3277082
AZ20,D7,ruvA,-1,1,282,1946177..1945895,0.00352928,1,18,1946177,1946194,0.00352928,47,64,1945912,1945895
AZ20,D6,ndk,-1,1,267,2645048..2644781,0.000893177,1,19,2645048,2645066,0.00352928,47,64,2644798,2644781
AZ20,D5,ompC,-1,1,850,2313527..2312677,0.00358909,1,18,2313527,2313544,0.000908316,47,65,2312695,2312677
AZ20,D4,tar,-1,1,301,1972910..1972609,0.00364891,1,18,1972910,1972927,0.000233705,47,66,1972628,1972609
AZ20,D3,rhaD,-1,1,598,4094789..4094191,0.000893177,1,19,4094789,4094807,0.00352928,47,64,4094208,4094191
AZ14,E11,ycfJ,1,1,392,1167298..1167690,0.00352928,10,27,1167298,1167315,0.00352928,48,65,1167673,1167690
AZ20,D1,oxyR,1,1,397,4158132..4158529,0.00352928,10,27,4158132,4158149,0.000893177,48,66,4158511,4158529
AZ12,G10,ydgL,1,1,244,1705618..1705862,0.00352928,10,27,1705618,1705635,0.00352928,48,65,1705845,1705862
AZ20,D9,dsdX,1,1,410,2477532..2477942,0.000893177,9,27,2477532,2477550,0.000893177,48,66,2477924,2477942
AZ20,D8,rpoD,1,1,375,3212771..3213146,5.62364e-05,2,26,3212771,3212795,0.000878039,47,65,3213128,3213146
AZ08,A4,rhsE,1,1,873,1527082..1527955,0.000233705,10,29,1527082,1527101,0.00364891,50,67,1527938,1527955
AZ07,A11,folC,-1,1,203,2433046..2432843,0.000233705,1,20,2433046,2433065,5.91452e-05,47,67,2432863,2432843
AZ07,A10,menF,-1,1,450,2380772..2380322,0.000893177,1,19,2380772,2380790,0.00352928,47,64,2380339,2380322
AZ20,A6,fliF,1,1,371,2012926..2013297,0.000893177,9,27,2012926,2012944,0.00352928,48,65,2013280,2013297
AZ20,A7,phoR,1,1,191,417736..417927,0.00352928,10,27,417736,417753,0.000893177,48,66,417909,417927
AZ08,A2,yhbU,1,1,338,3301189..3301527,0.000893177,9,27,3301189,3301207,0.000226042,48,67,3301508,3301527
AZ07,E11,folA,1,1,355,49561..49916,0.000893177,9,27,49561,49579,0.00352928,48,65,49899,49916
AZ04,C8,fpr,-1,1,200,4114594..4114394,0.00352928,1,18,4114594,4114611,0.000893177,47,65,4114412,4114394
AZ04,C9,yhiD,-1,1,182,3656013..3655831,0.000908316,1,19,3656013,3656031,0.00358909,48,65,3655848,3655831
AZ04,C1,ugd,-1,1,398,2099936..2099538,0.00364891,1,18,2099936,2099953,0.000233705,47,66,2099557,2099538
AZ04,C2,rfbA,-1,1,165,2111112..2110947,0.000923454,1,19,2111112,2111130,0.000233705,47,66,2110966,2110947
AZ04,C3,serA,-1,1,363,3058687..3058324,0.00346946,1,18,3058687,3058704,0.0137091,47,63,3058340,3058324
AZ04,C4,rfbB,-1,1,485,2113254..2112769,0.00352928,1,18,2113254,2113271,0.00352928,47,64,2112786,2112769
AZ04,C5,gcvT,-1,1,557,3051148..3050591,0.00352928,1,18,3051148,3051165,0.00352928,47,64,3050608,3050591
AZ04,C6,kbl,-1,1,397,3792848..3792451,0.000893177,1,19,3792848,3792866,0.000893177,47,65,3792469,3792451
AZ04,C7,glmU,-1,1,470,3915570..3915100,0.000893177,1,19,3915570,3915588,0.000893177,47,65,3915118,3915100
AZ03,H8,yjhU,-1,1,675,4520736..4520061,0.00358909,1,18,4520736,4520753,0.000908316,47,65,4520079,4520061
AZ03,H9,mltD,-1,1,190,234048..233858,0.000923454,1,19,234048,234066,0.00364891,48,65,233875,233858
AZ03,H4,ytfF,-1,1,246,4433217..4432971,0.00352928,1,18,4433217,4433234,0.000893177,47,65,4432989,4432971
AZ03,H5,ytfL,-1,1,445,4441567..4441122,0.00346946,1,18,4441567,4441584,0.0137091,47,63,4441138,4441122
AZ03,H6,yjgH,-1,1,225,4473354..4473129,0.00352928,1,18,4473354,4473371,0.00352928,47,64,4473146,4473129
AZ03,H7,yjgR,-1,1,168,4490142..4489974,0.00352928,1,18,4490142,4490159,0.000893177,47,65,4489992,4489974
AZ03,H1,lacZ,-1,1,231,366445..366214,0.00352928,1,18,366445,366462,0.00352928,47,64,366231,366214
AZ03,H2,yjfQ,-1,1,281,4418643..4418362,0.000893177,1,19,4418643,4418661,0.00352928,47,64,4418379,4418362
AZ03,H3,ytfE,-1,1,244,4432130..4431886,0.000893177,1,19,4432130,4432148,0.00352928,47,64,4431903,4431886
AZ09,G12,parC,-1,1,292,3166172..3165880,0.00352928,1,18,3166172,3166189,0.000893177,47,65,3165898,3165880
AZ09,G11,ligA,-1,1,157,2530251..2530094,0.00364891,1,18,2530251,2530268,5.91452e-05,47,67,2530114,2530094
AZ09,G10,pyrC,-1,1,198,1122737..1122539,0.00340964,1,18,1122737,1122754,0.0134728,47,63,1122555,1122539
AZ15,H10,lacY,-1,1,198,363294..363096,0.000893177,1,19,363294,363312,0.00352928,47,64,363113,363096
AZ13,B12,sulA,-1,1,354,1021179..1020825,0.00358909,1,18,1021179,1021196,0.000908316,47,65,1020843,1020825
AZ13,B11,rob,-1,1,338,4635555..4635217,0.00352928,1,18,4635555,4635572,0.00352928,47,64,4635234,4635217
AZ13,B10,yneK,1,1,186,1615601..1615787,0.00346946,9,26,1615601,1615618,0.00346946,47,64,1615770,1615787
AZ12,H10,ybgE,1,1,293,774096..774389,0.00352928,10,27,774096,774113,0.000893177,48,66,774371,774389
AZ12,H11,ybgC,1,1,311,774517..774828,0.00352928,10,27,774517,774534,0.00352928,48,65,774811,774828
AZ12,H12,ybhL,1,0,0,0..819985,,0,0,0,0,0.0008629,46,64,819967,819985
AZ08,A6,hyaA,1,1,610,1031618..1032228,0.00352928,10,27,1031618,1031635,0.00352928,48,65,1032211,1032228
AZ14,C9,yddA,-1,1,375,1579645..1579270,0.000908316,1,19,1579645,1579663,0.000908316,48,66,1579288,1579270
AZ14,C8,cydD,-1,1,255,931124..930869,0.000893177,1,19,931124,931142,0.00352928,47,64,930886,930869
AZ19,E2,ygaV,1,1,311,2796959..2797270,0.00352928,10,27,2796959,2796976,0.00352928,48,65,2797253,2797270
AZ19,E3,yqcE,1,1,352,2900279..2900631,0.000908316,10,28,2900279,2900297,0.00358909,49,66,2900614,2900631
AZ19,E4,csdA,1,1,383,2943051..2943434,0.00352928,10,27,2943051,2943068,0.00352928,48,65,2943417,2943434
AZ19,E5,ygeF,1,1,312,2990283..2990595,0.000233705,10,29,2990283,2990302,0.00364891,50,67,2990578,2990595
AZ19,E6,yjiM,-1,1,241,4566023..4565782,0.00352928,1,18,4566023,4566040,0.000893177,47,65,4565800,4565782
AZ19,E7,yjiA,-1,1,288,4588956..4588668,0.000226042,1,20,4588956,4588975,0.00352928,47,64,4588685,4588668
AZ14,C1,slt,1,1,344,4630425..4630769,0.00352928,10,27,4630425,4630442,0.000893177,48,66,4630751,4630769
AZ19,E9,yjiJ,-1,1,231,4562809..4562578,0.00352928,1,18,4562809,4562826,0.000226042,47,66,4562597,4562578
AZ14,C3,serA,-1,1,363,3058687..3058324,0.00346946,1,18,3058687,3058704,0.0137091,47,63,3058340,3058324
AZ14,C2,yadG,1,1,255,142574..142829,0.00352928,10,27,142574,142591,0.00352928,48,65,142812,142829
AZ14,C5,ybeZ,-1,1,223,693572..693349,0.00352928,1,18,693572,693589,0.00352928,47,64,693366,693349
AZ14,C4,gltJ,-1,1,325,686912..686587,1.47229e-05,1,22,686912,686933,0.000908316,47,65,686605,686587
AZ14,C7,artP,-1,1,371,904029..903658,0.00352928,1,18,904029,904046,0.00352928,47,64,903675,903658
AZ14,C6,modF,-1,1,183,793876..793693,0.00352928,1,18,793876,793893,0.00352928,47,64,793710,793693
AZ11,H12,priC,-1,1,213,490936..490723,0.000893177,1,19,490936,490954,0.00352928,47,64,490740,490723
AZ11,H11,yaaW,-1,1,123,11401..11278,0.000893177,1,19,11401,11419,0.000893177,47,65,11296,11278
AZ11,H10,yhgE,-1,1,491,3532836..3532345,0.000893177,1,19,3532836,3532854,0.000226042,47,66,3532364,3532345
AZ17,C4,yfhL,1,1,226,2699518..2699744,0.00352928,10,27,2699518,2699535,0.000893177,48,66,2699726,2699744
AZ17,C5,smpA,1,1,476,2753369..2753845,0.00352928,10,27,2753369,2753386,0.00352928,48,65,2753828,2753845
AZ17,C6,yfjI,1,1,313,2758757..2759070,0.00352928,10,27,2758757,2758774,0.00352928,48,65,2759053,2759070
AZ17,C7,yqaD,1,1,327,2788138..2788465,0.000237536,10,29,2788138,2788157,0.000938593,50,68,2788447,2788465
AZ17,C1,yfgH,1,1,416,2629411..2629827,0.000893177,9,27,2629411,2629429,0.00352928,48,65,2629810,2629827
AZ17,C2,yfhR,1,1,271,2664151..2664422,0.00352928,10,27,2664151,2664168,0.00352928,48,65,2664405,2664422
AZ17,C3,serA,-1,1,363,3058687..3058324,0.00346946,1,18,3058687,3058704,0.0137091,47,63,3058340,3058324
AZ15,H4,mdtK,1,1,372,1743152..1743524,0.00352928,10,27,1743152,1743169,0.00352928,48,65,1743507,1743524
AZ17,C8,csiD,1,1,407,2788555..2788962,0.000908316,10,28,2788555,2788573,0.00358909,49,66,2788945,2788962
AZ17,C9,yncB,1,1,214,1518754..1518968,0.000893177,9,27,1518754,1518772,0.00352928,48,65,1518951,1518968
AZ14,G11,yfhB,-1,1,309,2698722..2698413,0.00352928,1,18,2698722,2698739,0.00352928,47,64,2698430,2698413
AZ06,F9,b4285,1,1,499,4508543..4509042,0.000908316,10,28,4508543,4508561,0.000229873,49,68,4509023,4509042
AZ06,F8,gcl,1,1,203,533755..533958,5.81756e-05,8,28,533755,533775,0.000908316,49,67,533940,533958
AZ06,F5,pyrH,1,1,290,191632..191922,0.000893177,5,27,191632,191654,0.000226042,48,67,191903,191922
AZ06,F4,ynfE,1,1,345,1657802..1658147,0.00352928,10,27,1657802,1657819,0.00352928,48,65,1658130,1658147
AZ06,F7,glnK,1,1,287,472329..472616,0.00352928,10,27,472329,472346,0.00352928,48,65,472599,472616
AZ06,F6,psiF,1,1,253,403088..403341,0.000893177,9,27,403088,403106,0.000893177,48,66,403323,403341
AZ06,F1,folX,1,1,166,2421179..2421345,0.00352928,10,27,2421179,2421196,0.00352928,48,65,2421328,2421345
AZ15,H9,uxuA,1,1,523,4551200..4551723,0.000908316,10,28,4551200,4551218,0.000908316,49,67,4551705,4551723
AZ06,F2,ydfH,1,1,282,1628164..1628446,0.00352928,10,27,1628164,1628181,0.00352928,48,65,1628429,1628446
AZ16,E2,fes,1,1,464,612417..612881,0.0137091,10,26,612417,612433,0.00346946,47,64,612864,612881
AZ06,H7,citC,-1,1,409,652277..651868,0.00364891,1,18,652277,652294,0.000233705,47,66,651887,651868
AZ06,H6,insA_7,1,1,417,4518163..4518580,0.00352928,10,27,4518163,4518180,0.000893177,48,66,4518562,4518580
AZ06,H5,ybjJ,-1,1,197,887459..887262,0.000893177,1,19,887459,887477,0.00352928,47,64,887279,887262
AZ06,H4,ybiH,-1,1,384,830946..830562,0.000893177,1,19,830946,830964,0.00352928,47,64,830579,830562
AZ06,H3,ybdH,-1,1,222,633620..633398,0.00364891,1,18,633620,633637,0.000233705,47,66,633417,633398
AZ06,H2,pldB,1,1,496,4008764..4009260,0.00352928,10,27,4008764,4008781,0.000893177,48,66,4009242,4009260
AZ06,H1,lacZ,-1,1,231,366445..366214,0.00352928,1,18,366445,366462,0.00352928,47,64,366231,366214
AZ13,G3,insA_1,-1,1,453,20888..20435,0.00352928,1,18,20888,20905,0.000893177,47,65,20453,20435
AZ06,H9,udk,-1,1,389,2143291..2142902,0.0137091,1,17,2143291,2143307,0.000878039,46,64,2142920,2142902
AZ06,H8,pntA,-1,1,698,1678501..1677803,0.000229873,1,20,1678501,1678520,0.000908316,47,65,1677821,1677803
AZ10,B2,ygeQ,-1,1,222,2998993..2998771,0.00352928,1,18,2998993,2999010,0.00352928,47,64,2998788,2998771
AZ10,B1,mazG,-1,1,214,2910823..2910609,0.00352928,1,18,2910823,2910840,0.00352928,47,64,2910626,2910609
AZ03,H12,narZ,-1,1,185,1542702..1542517,0.00352928,1,18,1542702,1542719,0.00352928,47,64,1542534,1542517
AZ10,B7,mfd,-1,1,273,1174169..1173896,0.00352928,1,18,1174169,1174186,0.00352928,47,64,1173913,1173896
AZ16,G9,glpA,1,1,376,2352292..2352668,0.00352928,10,27,2352292,2352309,0.00352928,48,65,2352651,2352668
AZ16,G8,yncG,1,1,336,1525940..1526276,0.000893177,9,27,1525940,1525958,0.000226042,48,67,1526257,1526276
AZ16,G7,shiA,1,1,439,2053051..2053490,5.91452e-05,9,29,2053051,2053071,0.00364891,50,67,2053473,2053490
AZ16,G6,ppiA,-1,1,390,3492619..3492229,0.000893177,1,19,3492619,3492637,0.00352928,47,64,3492246,3492229
AZ10,B8,pheM,-1,1,286,1799463..1799177,0.00352928,1,18,1799463,1799480,0.00352928,47,64,1799194,1799177
AZ16,G4,yciI,-1,1,234,1311099..1310865,0.00352928,1,18,1311099,1311116,0.00352928,47,64,1310882,1310865
AZ16,G3,narX,-1,1,492,1278021..1277529,0.00352928,1,18,1278021,1278038,0.00352928,47,64,1277546,1277529
AZ16,G2,fepA,-1,1,447,612864..612417,0.00346946,1,18,612864,612881,0.0137091,47,63,612433,612417
AZ16,G1,ycjY,-1,1,227,1392022..1391795,0.00364891,1,18,1392022,1392039,0.000233705,47,66,1391814,1391795
AZ09,F8,yjgA,-1,1,234,4457829..4457595,0.00352928,1,18,4457829,4457846,0.000893177,47,65,4457613,4457595
AZ09,F9,ppiC,-1,1,317,3960043..3959726,0.00352928,1,18,3960043,3960060,0.00352928,47,64,3959743,3959726
AZ09,F4,plsB,-1,1,195,4256649..4256454,0.00352928,1,18,4256649,4256666,0.000893177,47,65,4256472,4256454
AZ09,F5,yjeK,-1,1,179,4375762..4375583,0.000908316,1,19,4375762,4375780,0.00358909,47,64,4375600,4375583
AZ09,F6,ytfB,-1,1,186,4428854..4428668,0.00352928,1,18,4428854,4428871,0.00352928,47,64,4428685,4428668
AZ09,F7,msrA,-1,1,355,4442461..4442106,0.000893177,1,19,4442461,4442479,0.000893177,47,65,4442124,4442106
AZ09,F1,hdfR,-1,1,278,3948166..3947888,0.000908316,1,19,3948166,3948184,0.000229873,48,67,3947907,3947888
AZ09,F2,cysD,-1,1,410,2876654..2876244,0.00352928,1,18,2876654,2876671,0.00352928,47,64,2876261,2876244
AZ11,F11,yaiE,1,1,214,408019..408233,0.000233705,10,29,408019,408038,0.00364891,50,67,408216,408233
AZ09,D7,prfC,1,1,201,4609246..4609447,0.000893177,9,27,4609246,4609264,0.00352928,48,65,4609430,4609447
AZ04,A1,nuoM,-1,1,256,2393220..2392964,0.000893177,1,19,2393220,2393238,0.00352928,47,64,2392981,2392964
AZ09,D5,rffC,1,1,279,3974387..3974666,5.7206e-05,3,27,3974387,3974411,0.00352928,48,65,3974649,3974666
AZ17,C12,nagE,1,1,465,703515..703980,0.000893177,9,27,703515,703533,0.000893177,48,66,703962,703980
AZ09,D3,frr,1,1,452,192511..192963,0.00352928,10,27,192511,192528,0.000893177,48,66,192945,192963
AZ09,H4,pyrB,-1,1,160,4472460..4472300,0.00352928,1,18,4472460,4472477,0.00352928,47,64,4472317,4472300
AZ07,A1,yigI,-1,1,268,4004888..4004620,0.00352928,1,18,4004888,4004905,0.00352928,47,64,4004637,4004620
AZ15,D2,stfE,-1,1,184,1209757..1209573,0.00352928,1,18,1209757,1209774,0.000893177,47,65,1209591,1209573
AZ20,E4,araD,-1,1,397,66870..66473,0.00352928,1,18,66870,66887,0.00352928,47,64,66490,66473
AZ20,E5,gpp,-1,1,301,3964440..3964139,0.000226042,1,20,3964440,3964459,0.000893177,47,65,3964157,3964139
AZ20,E6,polB,-1,1,228,65932..65704,0.000229873,1,20,65932,65951,0.000908316,47,65,65722,65704
AZ20,E7,uvrD,1,1,254,3997816..3998070,0.00352928,10,27,3997816,3997833,0.000226042,48,67,3998051,3998070
AZ20,E1,araB,-1,1,479,70452..69973,0.00352928,1,18,70452,70469,0.00352928,47,64,69990,69973
AZ20,E2,glnA,-1,1,474,4058437..4057963,0.000226042,1,20,4058437,4058456,0.00352928,47,64,4057980,4057963
AZ20,E3,ligB,-1,1,364,3821471..3821107,0.00352928,1,18,3821471,3821488,0.00352928,47,64,3821124,3821107
AZ18,C11,hdeD,1,1,436,3656657..3657093,0.00352928,10,27,3656657,3656674,0.000226042,48,67,3657074,3657093
AZ18,C12,yhjC,1,1,584,3671794..3672378,0.00352928,10,27,3671794,3671811,0.00352928,48,65,3672361,3672378
AZ20,E8,dnaK,1,1,525,11703..12228,1.47229e-05,7,28,11703,11724,0.00358909,49,66,12211,12228
AZ20,E9,gmk,1,1,381,3821107..3821488,0.00352928,10,27,3821107,3821124,0.00352928,48,65,3821471,3821488
AZ07,A9,menD,-1,1,215,2379379..2379164,0.00352928,1,18,2379379,2379396,1.44775e-05,47,68,2379185,2379164
AZ17,D11,yecH,-1,1,292,1989706..1989414,0.00352928,1,18,1989706,1989723,0.00352928,47,64,1989431,1989414
AZ15,B12,ybcY,-1,1,453,582936..582483,0.00358909,1,18,582936,582953,0.000908316,47,65,582501,582483
AZ07,E9,yliI,1,1,279,878539..878818,0.00352928,10,27,878539,878556,0.00352928,48,65,878801,878818
AZ07,E8,mntR,1,1,412,852864..853276,0.00352928,10,27,852864,852881,0.000893177,48,66,853258,853276
AZ07,E7,hemG,1,1,356,4034350..4034706,0.000908316,10,28,4034350,4034368,1.47229e-05,49,70,4034685,4034706
AZ07,E6,ycbB,1,1,419,980696..981115,0.00352928,10,27,980696,980713,0.00352928,48,65,981098,981115
AZ07,E5,ycbR,1,1,250,998338..998588,0.00352928,10,27,998338,998355,5.7206e-05,48,68,998568,998588
AZ07,E4,ycjM,1,1,306,1369908..1370214,0.000908316,10,28,1369908,1369926,0.00358909,49,66,1370197,1370214
AZ07,E3,ycgM,1,1,183,1227937..1228120,0.00352928,10,27,1227937,1227954,0.00352928,48,65,1228103,1228120
AZ07,E2,mviN,1,1,279,1127644..1127923,0.00352928,10,27,1127644,1127661,0.00352928,48,65,1127906,1127923
AZ07,E1,csgC,1,1,188,1104808..1104996,0.000893177,9,27,1104808,1104826,0.00352928,48,65,1104979,1104996
AZ19,E12,rpmB,-1,1,346,3811944..3811598,0.00352928,1,18,3811944,3811961,0.00352928,47,64,3811615,3811598
AZ19,E10,yjjL,-1,1,371,4595016..4594645,0.00352928,1,18,4595016,4595033,0.00352928,47,64,4594662,4594645
AZ19,E11,rpsJ,-1,1,378,3453553..3453175,0.00352928,1,18,3453553,3453570,0.00352928,47,64,3453192,3453175
AZ01,B12,asnA,1,1,336,3926905..3927241,0.00352928,10,27,3926905,3926922,0.000893177,48,66,3927223,3927241
AZ01,B10,ygjG,1,1,422,3218997..3219419,0.000908316,10,28,3218997,3219015,0.00358909,49,66,3219402,3219419
AZ01,B11,argG,1,1,494,3318204..3318698,0.00352928,10,27,3318204,3318221,0.00352928,48,65,3318681,3318698
AZ17,C11,ego,1,1,386,1601145..1601531,0.000893177,9,27,1601145,1601163,0.00352928,48,65,1601514,1601531
AZ19,E1,ygaQ,1,1,572,2785903..2786475,0.000237536,10,29,2785903,2785922,0.000938593,50,68,2786457,2786475
AZ02,H9,yaaJ,-1,1,427,8316..7889,0.00352928,1,18,8316,8333,0.000893177,47,65,7907,7889
AZ02,H8,yedW,-1,1,207,2038985..2038778,0.00352928,1,18,2038985,2039002,0.00352928,47,64,2038795,2038778
AZ08,A8,valV,1,1,494,1746033..1746527,0.000908316,10,28,1746033,1746051,0.00358909,49,66,1746510,1746527
AZ08,A9,yeeI,1,1,243,2043464..2043707,0.00352928,10,27,2043464,2043481,0.000893177,48,66,2043689,2043707
AZ02,H3,yncD,-1,1,331,1523320..1522989,0.00352928,1,18,1523320,1523337,0.00352928,47,64,1523006,1522989
AZ02,H2,ycjW,-1,1,291,1384153..1383862,0.00352928,1,18,1384153,1384170,0.000893177,47,65,1383880,1383862
AZ02,H1,lacZ,-1,1,231,366445..366214,0.00352928,1,18,366445,366462,0.00352928,47,64,366231,366214
AZ08,A5,prpB,1,1,401,348365..348766,0.000893177,9,27,348365,348383,0.00352928,48,65,348749,348766
AZ02,H7,yeaT,-1,1,232,1881987..1881755,0.000893177,1,19,1881987,1882005,0.000893177,47,65,1881773,1881755
AZ08,A3,b0671,-1,1,118,696973..696855,0.00352928,1,18,696973,696990,0.00352928,47,64,696872,696855
AZ02,H5,ydiP,-1,1,496,1779698..1779202,0.0137091,1,17,1779698,1779714,0.00346946,46,63,1779219,1779202
AZ08,A1,yhbQ,1,1,203,3299846..3300049,0.00352928,10,27,3299846,3299863,0.00352928,48,65,3300032,3300049
AZ05,H6,yieE,1,1,256,3893653..3893909,0.00352928,10,27,3893653,3893670,0.00352928,48,65,3893892,3893909
AZ19,E8,yjiX,-1,1,192,4589199..4589007,0.000923454,1,19,4589199,4589217,1.49683e-05,47,68,4589028,4589007
AZ05,H4,yibL,1,1,628,3776076..3776704,0.00352928,10,27,3776076,3776093,0.00352928,48,65,3776687,3776704
AZ05,H5,yicH,1,1,305,3830238..3830543,0.000893177,9,27,3830238,3830256,0.00352928,48,65,3830526,3830543
AZ05,H2,fabZ,1,1,282,201915..202197,0.00352928,10,27,201915,201932,0.00352928,48,65,202180,202197
AZ05,H3,crl,1,1,171,257690..257861,0.000908316,10,28,257690,257708,0.00358909,49,66,257844,257861
AZ05,H1,lacZ,-1,1,231,366445..366214,0.00352928,1,18,366445,366462,0.00352928,47,64,366231,366214
AZ05,H8,yihX,1,1,255,4075362..4075617,0.00352928,10,27,4075362,4075379,0.00352928,48,65,4075600,4075617
